clo_id,user_id,class_id,activity_id,type,cri_id,submission_id,submitted_at,spent_time,due_date,level,point
26701,84297,53551,704244,ASM,931113,1239158,2021-08-12 17:05:13,,2021-08-13 12:00:59,3,60.0
26701,84298,53551,704244,ASM,931113,1240246,2021-08-13 10:32:31,,2021-08-13 12:00:59,3,60.0
26701,84299,53551,704244,ASM,931113,1239113,2021-08-12 16:39:28,,2021-08-13 12:00:59,3,60.0
26701,84301,53551,704244,ASM,931113,1239422,2021-08-12 20:15:49,,2021-08-13 12:00:59,3,60.0
26701,84302,53551,704244,ASM,931113,1239139,2021-08-12 16:53:39,,2021-08-13 12:00:59,3,60.0
26701,84303,53551,704244,ASM,931113,1242045,2021-08-14 00:58:22,,2021-08-13 12:00:59,1,20.0
26701,84305,53551,704244,ASM,931113,1239209,2021-08-12 17:41:43,,2021-08-13 12:00:59,3,60.0
26701,84306,53551,704244,ASM,931113,1239464,2021-08-12 20:49:25,,2021-08-13 12:00:59,3,60.0
26701,84307,53551,704244,ASM,931113,1239564,2021-08-12 22:33:11,,2021-08-13 12:00:59,3,60.0
26701,84308,53551,704244,ASM,931113,1239137,2021-08-12 16:53:27,,2021-08-13 12:00:59,3,60.0
26701,84310,53551,704244,ASM,931113,1239573,2021-08-12 22:41:10,,2021-08-13 12:00:59,3,60.0
26701,84311,53551,704244,ASM,931113,1239912,2021-08-13 01:39:31,,2021-08-13 12:00:59,3,60.0
26701,84312,53551,704244,ASM,931113,1239570,2021-08-12 22:39:26,,2021-08-13 12:00:59,3,60.0
26701,84313,53551,704244,ASM,931113,1239179,2021-08-12 17:22:15,,2021-08-13 12:00:59,3,60.0
26701,84314,53551,704244,ASM,931113,1239235,2021-08-12 18:02:45,,2021-08-13 12:00:59,3,60.0
26701,84315,53551,704244,ASM,931113,1239212,2021-08-12 17:42:08,,2021-08-13 12:00:59,3,60.0
26701,84316,53544,704188,ASM,927783,1241538,2021-08-13 20:40:39,,2021-08-14 12:00:59,3,60.0
26701,84317,53544,704188,ASM,927783,1241670,2021-08-13 22:09:53,,2021-08-14 12:00:59,4,80.0
