clo_id,user_id,class_id,activity_id,type,cri_id,submission_id,submitted_at,spent_time,due_date,level,point
26701,84317,53544,704188,ASM,927783,1241670,2021-08-13 22:09:53,,2021-08-14 12:00:59,3,60.0
26701,84318,53544,704188,ASM,927783,1241573,2021-08-13 21:05:39,,2021-08-14 12:00:59,3,60.0
26701,84319,53544,704188,ASM,927783,1241721,2021-08-13 22:55:01,,2021-08-14 12:00:59,3,60.0
26701,84320,53544,704188,ASM,927783,1241688,2021-08-13 22:22:36,,2021-08-14 12:00:59,3,60.0
26701,84321,53544,704188,ASM,927783,1242336,2021-08-14 10:26:14,,2021-08-14 12:00:59,2,40.0
26701,84322,53544,704188,ASM,927783,1241142,2021-08-13 16:53:05,,2021-08-14 12:00:59,3,60.0
26701,84323,53544,704188,ASM,927783,1242072,2021-08-14 01:56:24,,2021-08-14 12:00:59,3,60.0
26701,84324,53544,704188,ASM,927783,1241171,2021-08-13 16:58:33,,2021-08-14 12:00:59,3,60.0
26701,84326,53544,704188,ASM,927783,1241280,2021-08-13 17:40:42,,2021-08-14 12:00:59,3,60.0
26701,84328,53544,704188,ASM,927783,1241343,2021-08-13 18:20:59,,2021-08-14 12:00:59,2,40.0
26701,84329,53544,704188,ASM,927783,1241248,2021-08-13 17:20:31,,2021-08-14 12:00:59,3,60.0
26701,84331,53544,704188,ASM,927783,1241281,2021-08-13 17:40:48,,2021-08-14 12:00:59,3,60.0
26701,84333,53544,704188,ASM,927783,1241440,2021-08-13 19:32:19,,2021-08-14 12:00:59,3,60.0
26701,84334,53544,704188,ASM,927783,1241662,2021-08-13 22:03:32,,2021-08-14 12:00:59,3,60.0
26701,84335,53544,704188,ASM,927783,1241226,2021-08-13 17:10:38,,2021-08-14 12:00:59,3,60.0
26701,84336,53544,704188,ASM,927783,1241698,2021-08-13 22:31:10,,2021-08-14 12:00:59,2,40.0
26701,84338,53544,704188,ASM,927783,1242061,2021-08-14 01:27:13,,2021-08-14 12:00:59,3,60.0
26701,84340,53544,704188,ASM,927783,1241229,2021-08-13 17:11:35,,2021-08-14 12:00:59,3,60.0
26701,84341,53544,704188,ASM,927783,1241758,2021-08-13 23:27:22,,2021-08-14 12:00:59,3,60.0
26701,84342,53544,704188,ASM,927783,1241565,2021-08-13 08:57:27,,2021-08-14 12:00:59,1,20.0
26701,84343,53544,704188,ASM,927783,1242390,2021-08-14 11:35:23,,2021-08-14 12:00:59,3,60.0
26701,84345,53544,704188,ASM,927783,1241594,2021-08-13 21:19:27,,2021-08-14 12:00:59,3,60.0
26701,84346,53544,704188,ASM,927783,1241639,2021-08-13 21:51:57,,2021-08-14 12:00:59,3,60.0
26701,84349,53544,704188,ASM,927783,1241373,2021-08-13 18:42:25,,2021-08-14 12:00:59,3,60.0
26701,84350,53544,704188,ASM,927783,1241126,2021-08-13 16:49:46,,2021-08-14 12:00:59,3,60.0
26701,84351,53544,704188,ASM,927783,1241220,2021-08-13 17:09:03,,2021-08-14 12:00:59,3,60.0
26701,84352,53544,704188,ASM,927783,1241103,2021-08-13 16:44:02,,2021-08-14 12:00:59,3,60.0
26701,84353,53544,704188,ASM,927783,1241495,2021-08-13 20:14:18,,2021-08-14 12:00:59,3,60.0
26701,84355,53544,704188,ASM,927783,1241092,2021-08-13 16:40:12,,2021-08-14 12:00:59,3,60.0
26701,84356,53544,704188,ASM,927783,1242047,2021-08-14 01:00:34,,2021-08-14 12:00:59,3,60.0
26701,84357,53544,704188,ASM,927783,1242017,2021-08-14 00:16:15,,2021-08-14 12:00:59,3,60.0
26701,84358,53544,704188,ASM,927783,1241137,2021-08-13 16:52:45,,2021-08-14 12:00:59,3,60.0
26701,84358,53544,704188,ASM,927783,1241137,2021-08-13 16:52:45,,2021-08-14 12:00:59,1,20.0
26701,84359,53544,704188,ASM,927783,1241292,2021-08-13 17:50:30,,2021-08-14 12:00:59,3,60.0
26701,84360,53544,704188,ASM,927783,1241144,2021-08-13 16:54:05,,2021-08-14 12:00:59,3,60.0
26701,84361,53544,704188,ASM,927783,1241109,2021-08-13 16:46:08,,2021-08-14 12:00:59,3,60.0
26701,84363,53544,704188,ASM,927783,1241715,2021-08-13 22:50:48,,2021-08-14 12:00:59,3,60.0
26701,84364,53544,704188,ASM,927783,1242351,2021-08-14 10:43:03,,2021-08-14 12:00:59,3,60.0
26701,84365,53544,704188,ASM,927783,1242048,2021-08-14 01:01:27,,2021-08-14 12:00:59,2,40.0
26701,84366,53544,704188,ASM,927783,1242028,2021-08-14 00:31:21,,2021-08-14 12:00:59,3,60.0
26701,84367,53544,704188,ASM,927783,1241728,2021-08-13 22:59:43,,2021-08-14 12:00:59,2,40.0
26701,84368,53544,704188,ASM,927783,1242404,2021-08-14 11:56:48,,2021-08-14 12:00:59,2,40.0
26701,84369,53544,704188,ASM,927783,1241772,2021-08-13 23:39:42,,2021-08-14 12:00:59,3,60.0
26701,84370,53544,704188,ASM,927783,1241585,2021-08-13 21:11:21,,2021-08-14 12:00:59,3,60.0
26701,84372,53544,704188,ASM,927783,1241313,2021-08-13 18:02:39,,2021-08-14 12:00:59,3,60.0
26701,84373,53544,704188,ASM,927783,1241252,2021-08-13 17:22:43,,2021-08-14 12:00:59,3,60.0
26701,84374,53544,704188,ASM,927783,1242113,2021-08-14 08:06:43,,2021-08-14 12:00:59,3,60.0
26701,84375,53544,704188,ASM,927783,1242328,2021-08-14 10:17:57,,2021-08-14 12:00:59,3,60.0
26700,84375,55653,845629,QUZ,1092582,1511069,2021-10-02 17:13:48,0:13:19,2021-10-02 17:15:00,3,0.0
26701,84376,53544,704188,ASM,927783,1241590,2021-08-13 21:13:52,,2021-08-14 12:00:59,3,60.0
26700,84376,55653,845629,QUZ,1092582,1511021,2021-10-02 17:14:23,0:14:07,2021-10-02 17:15:00,3,0.0
26701,84377,53544,704188,ASM,927783,1241528,2021-08-13 20:36:04,,2021-08-14 12:00:59,3,60.0
26700,84377,55653,845629,QUZ,1092582,1510989,2021-10-02 17:14:59,0:14:47,2021-10-02 17:15:00,3,0.0
26701,84378,53544,704188,ASM,927783,1241541,2021-08-13 20:44:11,,2021-08-14 12:00:59,3,60.0
26700,84378,55653,845629,QUZ,1092582,1511042,2021-10-02 17:14:43,0:14:23,2021-10-02 17:15:00,3,0.0
26701,84379,53544,704188,ASM,927783,1242375,2021-08-14 11:17:32,,2021-08-14 12:00:59,3,60.0
26700,84379,55653,845629,QUZ,1092582,1510978,2021-10-02 17:14:58,0:14:47,2021-10-02 17:15:00,3,0.0
26701,84380,53544,704188,ASM,927783,1241472,2021-08-13 19:52:07,,2021-08-14 12:00:59,3,60.0
26700,84380,55653,845629,QUZ,1092582,1511019,2021-10-02 17:12:25,0:12:09,2021-10-02 17:15:00,3,0.0
26701,84381,53544,704188,ASM,927783,1242019,2021-08-14 00:17:45,,2021-08-14 12:00:59,3,60.0
26700,84381,55653,845629,QUZ,1092582,1511112,2021-10-02 17:14:58,0:13:49,2021-10-02 17:15:00,3,0.0
26701,84382,53544,704188,ASM,927783,1242527,2021-08-14 14:09:15,,2021-08-14 12:00:59,2,40.0
26700,84382,55653,845629,QUZ,1092582,1511036,2021-10-02 17:12:03,0:11:45,2021-10-02 17:15:00,3,0.0
26701,84383,53544,704188,ASM,927783,1241259,2021-08-13 17:24:39,,2021-08-14 12:00:59,3,60.0
26700,84383,55653,845629,QUZ,1092582,1511029,2021-10-02 17:13:29,0:13:12,2021-10-02 17:15:00,3,0.0
26701,84384,53544,704188,ASM,927783,1241107,2021-08-13 16:44:52,,2021-08-14 12:00:59,3,60.0
26700,84384,55653,845629,QUZ,1092582,1511094,2021-10-02 17:15:00,0:14:10,2021-10-02 17:15:00,3,0.0
26701,84385,53544,704188,ASM,927783,1242421,2021-08-14 12:16:57,,2021-08-14 12:00:59,3,60.0
26700,84385,55653,845629,QUZ,1092582,1511100,2021-10-02 17:11:19,0:10:22,2021-10-02 17:15:00,3,0.0
26701,84386,53544,704188,ASM,927783,1241277,2021-08-13 17:38:47,,2021-08-14 12:00:59,3,60.0
26700,84386,55653,845629,QUZ,1092582,1511097,2021-10-02 17:14:29,0:13:36,2021-10-02 17:15:00,3,0.0
26701,84387,53544,704188,ASM,927783,1241463,2021-08-13 19:48:26,,2021-08-14 12:00:59,3,60.0
26700,84387,55653,845629,QUZ,1092582,1511061,2021-10-02 17:11:32,0:11:06,2021-10-02 17:15:00,3,0.0
26701,84389,53544,704188,ASM,927783,1241119,2021-08-13 16:48:52,,2021-08-14 12:00:59,3,60.0
26700,84389,55653,845629,QUZ,1092582,1511004,2021-10-02 17:14:25,0:14:12,2021-10-02 17:15:00,3,0.0
26701,84390,53544,704188,ASM,927783,1241286,2021-08-13 17:47:04,,2021-08-14 12:00:59,3,60.0
26700,84390,55653,845629,QUZ,1092582,1511104,2021-10-02 17:14:33,0:13:33,2021-10-02 17:15:00,3,0.0
26701,84391,53544,704188,ASM,927783,1241242,2021-08-13 17:16:20,,2021-08-14 12:00:59,3,60.0
26700,84391,55653,845629,QUZ,1092582,1511136,2021-10-02 17:15:00,0:10:02,2021-10-02 17:15:00,3,0.0
26701,84392,53544,704188,ASM,927783,1242829,2021-08-14 17:44:38,,2021-08-14 12:00:59,3,60.0
26700,84392,55653,845629,QUZ,1092582,1511098,2021-10-02 17:15:00,0:14:05,2021-10-02 17:15:00,3,0.0
26701,84393,53544,704188,ASM,927783,1241244,2021-08-13 17:19:04,,2021-08-14 12:00:59,3,60.0
26701,84393,53544,704188,ASM,927783,1241244,2021-08-13 17:19:04,,2021-08-14 12:00:59,2,40.0
26700,84393,55653,845629,QUZ,1092582,1510957,2021-10-02 17:15:00,0:14:57,2021-10-02 17:15:00,3,0.0
26701,84394,53544,704188,ASM,927783,1241221,2021-08-13 17:09:44,,2021-08-14 12:00:59,3,60.0
26701,84395,53544,704188,ASM,927783,1242082,2021-08-14 02:14:19,,2021-08-14 12:00:59,3,60.0
26701,84396,53544,704188,ASM,927783,1242088,2021-08-14 02:46:28,,2021-08-14 12:00:59,3,60.0
26700,84396,55653,845629,QUZ,1092582,1511006,2021-10-02 17:12:48,0:12:35,2021-10-02 17:15:00,3,0.0
26701,84397,53544,704188,ASM,927783,1241187,2021-08-13 17:00:33,,2021-08-14 12:00:59,2,40.0
26700,84397,55653,845629,QUZ,1092582,1511039,2021-10-02 17:11:04,0:10:45,2021-10-02 17:15:00,3,0.0
26701,84398,53544,704188,ASM,927783,1241410,2021-08-13 19:08:52,,2021-08-14 12:00:59,3,60.0
26701,84399,53544,704188,ASM,927783,1241462,2021-08-13 19:48:22,,2021-08-14 12:00:59,3,60.0
26700,84399,55653,845629,QUZ,1092582,1511041,2021-10-02 17:12:17,0:11:57,2021-10-02 17:15:00,3,0.0
26701,84400,53544,704188,ASM,927783,1241134,2021-08-13 16:52:09,,2021-08-14 12:00:59,3,60.0
26700,84400,55653,845629,QUZ,1092582,1511103,2021-10-02 17:14:56,0:13:56,2021-10-02 17:15:00,3,0.0
26701,84401,53544,704188,ASM,927783,1241173,2021-08-13 16:58:41,,2021-08-14 12:00:59,3,60.0
26700,84401,55653,845629,QUZ,1092582,1510977,2021-10-02 17:12:26,0:12:15,2021-10-02 17:15:00,3,0.0
26701,84402,53544,704188,ASM,927783,1242046,2021-08-14 01:00:08,,2021-08-14 12:00:59,3,60.0
26700,84402,55653,845629,QUZ,1092582,1511007,2021-10-02 17:15:00,0:14:47,2021-10-02 17:15:00,3,0.0
26704,84561,54566,755269,ASM,981583,1294335,2021-08-28 12:21:36,,2021-08-28 12:32:59,1,9.0
26704,84596,54566,755269,ASM,981583,1294662,2021-08-28 12:25:01,,2021-08-28 12:32:59,5,20.0
26714,84596,58207,717666,ASM,941938,1247195,2021-08-16 20:46:31,,2021-08-17 13:30:59,5,100.0
26704,84600,54566,755269,ASM,981583,1294788,2021-08-28 12:26:51,,2021-08-28 12:32:59,1,4.0
26704,84614,54566,755269,ASM,981583,1294992,2021-08-28 12:31:19,,2021-08-28 12:32:59,4,18.0
26704,84707,54566,755269,ASM,981583,1294796,2021-08-28 12:26:59,,2021-08-28 12:32:59,1,12.0
26701,84803,53551,704244,ASM,931113,1239205,2021-08-12 17:37:56,,2021-08-13 12:00:59,2,40.0
26714,84992,54545,717663,ASM,941935,1246075,2021-08-16 13:10:32,,2021-08-16 13:30:59,5,100.0
26714,84993,54545,717663,ASM,941935,1246004,2021-08-16 12:46:15,,2021-08-16 13:30:59,5,100.0
26714,85351,54537,717668,ASM,941940,1291105,2021-08-27 15:03:56,,2021-08-20 15:30:59,5,100.0
