user_id,class_id,last_updated_dt,spent_time,expectation_met_count,seconds_early,activity_page_view,material_view,act+quiz_view,submit_button_clicked,class_view_count,specific_activity_view,session_id_count,level,activity_id,submission_id
81308,173179,20230321,102.0,1.0,625977.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0
81309,173179,20230224,169.0,1.0,714711.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
81309,173179,20230224,169.0,1.0,714711.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0
81315,173179,20230224,700.0,0.0,618263.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
81315,173179,20230224,700.0,0.0,618263.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
81318,173179,20230223,156.0,1.0,652053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
81323,173179,20230223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
81332,173179,20230223,144.0,1.0,689958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
81334,173179,20230223,722.0,0.0,640155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
81348,173179,20230223,298.0,1.0,1238001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
81357,173179,20230223,376.0,1.0,651838.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
81360,173179,20230223,136.0,1.0,648730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
81361,173179,20230223,466.0,1.0,651391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
81445,173180,20230304,1345.0,0.0,12418.0,3.0,0.0,3.0,0.0,7.0,2.0,1.0,2.0,0.0,0.0
81446,173180,20230224,283.0,0.0,128133.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0
81447,173180,20230224,127.0,0.0,11174.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0
81448,173180,20230224,153.0,0.0,17032.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
81449,173180,20230224,1306.0,0.0,9803.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
81451,173180,20230224,283.0,0.0,29368.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
81452,173180,20230224,407.0,0.0,21116.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
81453,173180,20230223,68.0,0.0,10595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81454,173180,20230223,132.0,0.0,13578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81455,173180,20230223,84.0,0.0,10206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81456,173180,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
81458,173180,20230223,71.0,0.0,15579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81462,173180,20230223,501.0,0.0,6258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81466,173180,20230223,299.0,0.0,7831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81467,173180,20230223,152.0,0.0,24591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81471,173180,20230223,53.0,0.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
81472,173180,20230223,351.0,0.0,22497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
81473,173180,20230223,466.0,0.0,3537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
81475,173180,20230223,97.0,0.0,14228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81476,173180,20230223,612.0,0.0,15616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81477,173180,20230223,143.0,0.0,12333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81478,173180,20230223,106.0,0.0,10468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
81479,173180,20230223,48.0,0.0,14216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81480,173180,20230223,1240.0,0.0,10956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81481,173180,20230223,816.0,0.0,11900.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0
81483,173180,20230223,87.0,0.0,16805.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0
81486,173180,20230223,332.0,0.0,4475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81487,173180,20230223,335.0,0.0,12241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81489,173180,20230223,135.0,0.0,16114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81490,173180,20230223,270.0,0.0,5126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81491,173180,20230223,174.0,0.0,12775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81492,173180,20230223,93.0,0.0,27004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81493,173180,20230223,1750.0,0.0,12491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81495,173180,20230223,82.0,0.0,15338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81496,173180,20230223,93.0,0.0,13405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81497,173180,20230223,895.0,0.0,9753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81498,173180,20230223,85.0,0.0,12068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
81500,173180,20230223,347.0,0.0,173250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
81501,173180,20230223,260.0,0.0,28596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81503,173180,20230223,128.0,0.0,10266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81504,173180,20230223,413.0,0.0,103697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81505,173180,20230223,462.0,0.0,9906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81731,227263,20230225,0.0,1.0,-613580.0,2.0,2.0,0.0,0.0,6.0,0.0,1.0,5.0,0.0,0.0
81739,227263,20230223,0.0,1.0,-170058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81739,227263,20230223,0.0,1.0,3368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81739,227263,20230223,0.0,1.0,-130307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81741,227263,20230223,0.0,1.0,31789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81741,227263,20230223,0.0,1.0,9916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81741,227263,20230223,0.0,1.0,118768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81742,227263,20230223,0.0,1.0,83828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81742,227263,20230223,0.0,1.0,18884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81742,227263,20230223,0.0,1.0,105305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81743,227263,20230223,0.0,1.0,-6581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81744,227263,20230223,0.0,1.0,106180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81744,227263,20230223,0.0,1.0,204131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81744,227263,20230223,0.0,1.0,116513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81745,227263,20230223,0.0,1.0,279421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81745,227263,20230223,0.0,1.0,14647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81745,227263,20230223,0.0,1.0,115149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81746,227263,20230223,0.0,1.0,5294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81746,227263,20230223,0.0,1.0,1745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81746,227263,20230223,0.0,1.0,88134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81747,227263,20230223,0.0,1.0,98109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81747,227263,20230223,0.0,1.0,14980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81747,227263,20230223,0.0,1.0,101859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81748,227263,20230223,0.0,1.0,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81748,227263,20230223,0.0,1.0,3716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81748,227263,20230223,0.0,1.0,2825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81749,227263,20230223,0.0,1.0,-52673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81749,227263,20230223,0.0,1.0,5412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81749,227263,20230223,0.0,1.0,-287208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81750,227263,20230223,0.0,1.0,654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81750,227263,20230223,0.0,1.0,-76238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81750,227263,20230223,0.0,1.0,97476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81751,227263,20230223,0.0,1.0,-679651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81751,227263,20230223,0.0,1.0,-84264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81751,227263,20230223,0.0,1.0,90167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81752,227263,20230223,0.0,1.0,37159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81752,227263,20230223,0.0,1.0,-82795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81752,227263,20230223,0.0,1.0,92478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81753,227263,20230223,0.0,1.0,11281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81753,227263,20230223,0.0,1.0,-230420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81753,227263,20230223,0.0,1.0,-144043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81754,227263,20230223,0.0,1.0,-603142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81754,227263,20230223,0.0,1.0,-46940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81754,227263,20230223,0.0,1.0,87295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81755,227263,20230223,0.0,1.0,10112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81755,227263,20230223,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81755,227263,20230223,0.0,1.0,86400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81756,227263,20230223,0.0,1.0,93747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81756,227263,20230223,0.0,1.0,4145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81756,227263,20230223,0.0,1.0,104182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81757,227263,20230223,0.0,1.0,1216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81757,227263,20230223,0.0,1.0,30697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81757,227263,20230223,0.0,1.0,117111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81758,227263,20230223,0.0,1.0,113423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81758,227263,20230223,0.0,1.0,819813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81758,227263,20230223,0.0,1.0,124568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81759,227263,20230223,0.0,1.0,-685803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81759,227263,20230223,0.0,1.0,-83442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81759,227263,20230223,0.0,1.0,91207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81760,227263,20230223,0.0,1.0,-598567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81760,227263,20230223,0.0,1.0,-77684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81760,227263,20230223,0.0,1.0,94413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81761,227263,20230223,0.0,1.0,35367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81761,227263,20230223,0.0,1.0,40867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81761,227263,20230223,0.0,1.0,121024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81762,227263,20230223,0.0,1.0,106229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81762,227263,20230223,0.0,1.0,1152167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81762,227263,20230223,0.0,1.0,123779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
81964,173177,20230224,601.0,1.0,25027.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
81966,173177,20230224,108.0,0.0,22755.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0
81967,173177,20230223,318.0,0.0,19344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
81968,173177,20230223,718.0,0.0,19374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81969,173177,20230223,102.0,0.0,32735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
81970,173177,20230223,421.0,0.0,392803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
81977,173177,20230223,413.0,0.0,189639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81979,173177,20230223,576.0,0.0,21368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81981,173177,20230223,189.0,1.0,25012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
81983,173177,20230223,6022.0,1.0,22662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
83053,173179,20230223,43.0,1.0,652409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
83061,173179,20230223,607.0,0.0,624399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83062,173179,20230223,835.0,0.0,814386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83064,173179,20230223,460.0,0.0,970508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83069,173179,20230223,631.0,0.0,605132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83071,173179,20230223,82.0,0.0,651905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
83072,173179,20230223,558.0,1.0,648940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
83074,173179,20230223,218.0,0.0,607984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83137,173180,20230223,396.0,0.0,2840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
83139,173180,20230223,1117.0,0.0,20371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83140,173180,20230223,357.0,0.0,12224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83141,173180,20230223,10836.0,0.0,22234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
83143,173180,20230223,81.0,0.0,10231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83145,173180,20230223,197.0,0.0,10203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83147,173180,20230223,60.0,0.0,8804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83148,173180,20230223,560.0,0.0,21485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83149,173180,20230223,84.0,0.0,8758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83150,173180,20230223,70.0,0.0,7326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83152,173180,20230223,145.0,0.0,26477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83154,173180,20230223,83.0,0.0,10040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83155,173180,20230223,212.0,0.0,16336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83156,173180,20230223,596.0,0.0,182855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83158,173180,20230223,162.0,0.0,11343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83159,173180,20230223,113.0,0.0,10680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
83161,173180,20230223,91.0,0.0,10548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
83163,173180,20230223,2384.0,0.0,978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
83164,173180,20230223,75.0,0.0,7190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
83166,173180,20230223,89.0,0.0,23968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83169,173180,20230223,94.0,0.0,3734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
83172,173180,20230223,1425.0,0.0,31458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
83173,173180,20230223,290.0,0.0,10381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
83255,227263,20230223,0.0,1.0,-2892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
83255,227263,20230223,0.0,1.0,-73817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
83255,227263,20230223,0.0,1.0,115379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
83256,227263,20230223,0.0,1.0,11442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
83256,227263,20230223,0.0,1.0,-47774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
83256,227263,20230223,0.0,1.0,6278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
83257,227263,20230223,0.0,1.0,95202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
83257,227263,20230223,0.0,1.0,4046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
83257,227263,20230223,0.0,1.0,90899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
83258,227263,20230223,0.0,1.0,-667314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
83258,227263,20230223,0.0,1.0,-62554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
83258,227263,20230223,0.0,1.0,23861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
83473,173177,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
83474,173177,20230223,253.0,0.0,14796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
83475,173177,20230223,656.0,0.0,10496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83476,173177,20230223,397.0,1.0,24821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
